id,venue_name,location,owner_url,city_name,phone_number,club_website,google_map,ra_followers,capacity,owner (source of truth),"most_listed_artists {name: string, url: string}","ra_venue_description (allow null, if not null { text: string, external link: {text: string, url: string}",venue_latitude,venue_longitude
20236,Swan Warf,"60 Dace Road, London E3 2NQ",https://ra.co/clubs/97184,,,,,,,,,,,
20237,Sway,61-65 Great Queen Street; Holborn; London WC2B 5BZ; United Kingdom,https://ra.co/clubs/7385,,,,,,,,,,,
20238,Sweeneys,"101-103 High Street, Ruislip, Middlesex, HA4 8JN",https://ra.co/clubs/99549,,,,,,,,,,,
20239,Sweet Chick,"8 Market Place, Fitzrovia, London, W1W 8AG, United Kingdom",https://ra.co/clubs/179594,,,,,,,,,,,
20240,Sylvester Dulwich,"52 Lordship Lane, London, United Kingdom, SE22 8HJ, United Kingdom",https://ra.co/clubs/176090,,,,,,,,,,,
20241,Synergy Centre,220 Farmers Road; Camberwell; London SE5 0TW; United Kingdom,https://ra.co/clubs/9843,,,,,,,,,,,
20242,System,"101 Newington Green Road, N1 4QY",https://ra.co/clubs/203858,,,,,,,,,,,
20243,T Bar,Tea Building; 56 Shoreditch High St; Shoreditch; London E1 6JJ; United Kingdom,https://ra.co/clubs/1781,,,,,,,,,,,
20244,T Bar,18 - 22 Houndsditch; Aldgate; London EC3A 7LP; United Kingdom,https://ra.co/clubs/17543,,,,,,,,,,,
20245,T Chances,"339 High Road, Tottenham, N17 6QN",https://ra.co/clubs/126844,,,,,,,,,,,
20246,T-Bird,132 Blackstock Road; London N4 2DX,https://ra.co/clubs/45797,,,,,,,,,,,
20247,T.Chances,"399 High Rd, London N17 6QN",https://ra.co/clubs/91318,,,,,,,,,,,
20248,Tabernacle,55-61 Tabernacle St; Broadgate; London EC2A 4LE; United Kingdom,https://ra.co/clubs/1709,,,,,,,,,,,
20249,"The Tabernacle, Notting Hill",35 Powis Square; Notting Hill; London W11 2AY; United Kingdom,https://ra.co/clubs/17921,,,,,,,,,,,
20250,The Table Cafe,"83 Southwark St, London, SE1 0HX, United Kingdom",https://ra.co/clubs/93260,,,,,,,,,,,
20251,Tabu Lounge,"179/183 London Road, Croydon  CR0 2RL",https://ra.co/clubs/81953,,,,,,,,,,,
20252,Talk Nightclub,Lucy Road SS12AU Southend-on-Sea,https://ra.co/clubs/145290,,,,,,,,,,,
20253,Taman Gang,141 Park Lane; Mayfair; London W1K 7AA; United Kingdom,https://ra.co/clubs/21288,,,,,,,,,,,
20254,Tamarai,"167 Drury Lane, Covent Garden, London, WC2B 5PG",https://ra.co/clubs/24309,,,,,,,,,,,
20255,Tamesis Bar Rotunda,"The Rotunda Clarence Street, Kingston upon Thames, Surrey, KT1 1QJ",https://ra.co/clubs/44917,,,,,,,,,,,
20256,Tamesis Boat Dock,"Albert Embankment, London, SE1 7TP",https://ra.co/clubs/52244,,,,,,,,,,,
20257,Tap East,"7 International Square, London E20 1EE, UK",https://ra.co/clubs/154870,,,,,,,,,,,
20258,Tape London,"Tape London, Hanover Square W1S 1HU",https://ra.co/clubs/110446,,,,,,,,,,,
20259,The Taproom,"365-366 Warburton Street, E8 3RR",https://ra.co/clubs/117961,,,,,,,,,,,
20260,Tart Bar,117 Charterhouse Street; Farringdon; London EC1M 6AA; United Kingdom,https://ra.co/clubs/41242,,,,,,,,,,,
20261,Taste Bar and Lounge,"192 Old Kent Rd, London SE1 5TY",https://ra.co/clubs/188391,,,,,,,,,,,
20262,Tasty Bakery,"207 Rye Lane, Peckham, London SE15 4TP",https://ra.co/clubs/92022,,,,,,,,,,,
20263,Tate Britain,Millbank; Westminster; London SW1P 4RG; United Kingdom,https://ra.co/clubs/10049,,,,,,,,,,,
20264,Tate Modern,Bankside; Southwark; London SE1 9TG; United Kingdom,https://ra.co/clubs/3875,,,,,,,,,,,
20265,Tate Modern Terrace Bar,"Tate Modern Terrace Bar, Bankside, London SE1 9TG, UK",https://ra.co/clubs/158615,,,,,,,,,,,
20266,Tattershall Castle,"Victoria Embankment, London SW1A 2HR, UK",https://ra.co/clubs/121903,,,,,,,,,,,
20267,TBA - Central London,TBA Central London,https://ra.co/clubs/185779,,,,,,,,,,,
20268,The Tea Hut,"River Wall, Woodbridge IP12 4BB, UK",https://ra.co/clubs/117602,,,,,,,,,,,
20269,The Telegraph,228 Brixton Hill; Brixton; London SW2 1HE; United Kingdom,https://ra.co/clubs/884,,,,,,,,,,,
20270,Temple Church,"1 Inner Temple Lane, Temple, London EC4Y 1AF",https://ra.co/clubs/151689,,,,,,,,,,,
20271,Temple Pier,Temple Pier; Victoria Embankment; London WC2R 2PN; United Kingdom,https://ra.co/clubs/17595,,,,,,,,,,,
20272,Temptation Aldershot,"132 Victoria Rd, Aldershot GU11 1JX, London, United Kingdom",https://ra.co/clubs/164128,,,,,,,,,,,
20273,The Ten Bells,"84 Commercial Street, E1 6LY",https://ra.co/clubs/99229,,,,,,,,,,,
20274,Tereza Joanne Boat,King George V Dock; Woolwich Manor Way; London E16 2NJ,https://ra.co/clubs/77441,,,,,,,,,,,
20275,The Terrace,"Wigmore Distict Park, Wigmore Lane Luton, LU2 9XG",https://ra.co/clubs/26867,,,,,,,,,,,
20276,The Terrace - Paringdon Sports Club,"Paringdon Sports Club, Paringdon Road, Harlow, Essex, CM19 4QT",https://ra.co/clubs/184882,,,,,,,,,,,
20277,Tettos Farringdon,"85 Charterhouse St, London, EC1M 6HJ",https://ra.co/clubs/189513,,,,,,,,,,,
20278,Thai Silk,"94-95 Isabella St, Southwark, Greater London, SE1 8DD",https://ra.co/clubs/97731,,,,,,,,,,,
20279,Thames Princess,"Lambeth Pier, Albert Embankment, London SE1 7SG",https://ra.co/clubs/195614,,,,,,,,,,,
20280,The91club,91 Kingsland High Street; Dalston; London E8 2PB; United Kingdom,https://ra.co/clubs/164848,,,,,,,,,,,
20281,Theatre Delicatessen,2 Finsbury Avenue  Broadgate  EC2M 2PA,https://ra.co/clubs/147500,,,,,,,,,,,
20282,Thingy Cafe,"1 Trowbridge Rd, London E9 5LD",https://ra.co/clubs/189096,,,,,,,,,,,
20283,Third Base,Mass; St Matthews Church; Brixton Hill; Brixton; London SW2 1JF; United Kingdom,https://ra.co/clubs/1029,,,,,,,,,,,
20284,Thirst,"53 Greek St, Soho, London W1D 3DR, UK",https://ra.co/clubs/6033,,,,,,,,,,,
20285,The Thirsty Scholar,"229 Great Portland Street, W1W 5PN London, United Kingdom",https://ra.co/clubs/147087,,,,,,,,,,,
20286,Thirteen,13 Gerrard St; Soho; London W1D 5PS; United Kingdom,https://ra.co/clubs/662,,,,,,,,,,,
20287,Thomas A Becket,320 Old Kent Road; London SE1 5UE; United Kingdom,https://ra.co/clubs/50126,,,,,,,,,,,
20288,Thomas More Square,"E1W 1YN, London",https://ra.co/clubs/136752,,,,,,,,,,,
20289,Thorpe Lakes,"JB Ski, Thorpe Road, Chertsey, Surrey, KT16 8PH",https://ra.co/clubs/104389,,,,,,,,,,,
20290,Thousand Island,"20-22 Highbury Corner, Highbury East, London N5 1RA",https://ra.co/clubs/134970,,,,,,,,,,,
20291,Three Blind Mice Bar,5 Ravey Street; Shoreditch; London EC2A 4QW; United Kingdom,https://ra.co/clubs/15061,,,,,,,,,,,
20292,The Three Compasses,"99 Dalston Ln, Kingsland, London, E8 1NH, United Kingdom",https://ra.co/clubs/91449,,,,,,,,,,,
20293,Three Crowns,175 Stoke Newington High Street; Stoke Newington; London N16 0LH; United Kingdom,https://ra.co/clubs/20142,,,,,,,,,,,
20294,Three Mills Island,"Three Mills Island, London, E3 3DU",https://ra.co/clubs/132956,,,,,,,,,,,
20295,Three Six Six - Battersea,"126 St John’s Hill, Battersea, London SW11 1SL",https://ra.co/clubs/112098,,,,,,,,,,,
20296,Three Six Six - Earlsfield,"366 Garret Lane, Earlsfield SW18 4ES, London",https://ra.co/clubs/110984,,,,,,,,,,,
20297,Tia Maria Restaurant & Music Bar,"126 South Lambeth Road, Vauxhall, London, SW8 1RB",https://ra.co/clubs/96359,,,,,,,,,,,
20298,The Tide,"Pier Walk, Greenwich Peninsula, London SE10 0ES, United Kingdom",https://ra.co/clubs/173303,,,,,,,,,,,
20299,The Tiger,18 Camberwell Green; London SE5 7AA,https://ra.co/clubs/100824,,,,,,,,,,,
20300,The Tiger E9,"245 Wick Road, London, E9 5DG",https://ra.co/clubs/148042,,,,,,,,,,,
20301,Tiger Tiger,"Grants Entertainment Centre, 16 High St, Croydon, Surrey, CR0 1GT",https://ra.co/clubs/13990,,,,,,,,,,,
20302,Tiger Tiger London,"29 The Haymarket, London, SW1Y 4SP",https://ra.co/clubs/88455,,,,,,,,,,,
20303,Tileyard Studios,"Tileyard Rd, N7 9AH, London",https://ra.co/clubs/102863,,,,,,,,,,,
20304,Timbar,"8 Stoke Newington Road, London N16 7XN",https://ra.co/clubs/184969,,,,,,,,,,,
20305,Time Nightclub,"1-4 Southend Road, Beckenham BR3 1SD, United Kingdom",https://ra.co/clubs/181221,,,,,,,,,,,
20306,Tipsy,"20 Stoke Newington Road, London N16 7XN",https://ra.co/clubs/65504,,,,,,,,,,,
20307,TJ's Sportsbar,"108 High Street, Wealdstone, Harrow, Middlesex HA3 7TB, United Kingdom",https://ra.co/clubs/165123,,,,,,,,,,,
20308,To the Jungle,"16 Dalston Lane London, United Kingdom E8 3AZ",https://ra.co/clubs/146196,,,,,,,,,,,
20309,Tobacco Dock,50 Porters Walk; London; E1W 2SF,https://ra.co/clubs/83715,,,,,,,,,,,
20310,Today Studios,"4 Andre Street, E8 2FN London, United Kingdom",https://ra.co/clubs/130143,,,,,,,,,,,
20311,Tofte Manor,"Souldrop Rd, Sharnbrook, Bedford MK44 1HH, United Kingdom",https://ra.co/clubs/186923,,,,,,,,,,,
20312,Tola,56 Peckham High Street SE15 5DP,https://ra.co/clubs/144451,,,,,,,,,,,
20313,Tommy Flynns,55 Camden High Street; Camden Town; London NW1 7JH; United Kingdom,https://ra.co/clubs/5328,,,,,,,,,,,
20314,The Ton of Brix,"414 Coldharbour Ln, London SW9 8LF, United Kingdom",https://ra.co/clubs/206010,,,,,,,,,,,
20315,Tongue + Groove,50 Atlantic Road; Brixton; London SW9 8JN; United Kingdom,https://ra.co/clubs/1650,,,,,,,,,,,
20316,Tonki Gorilla,"642 Wandsworth Road, Clapham, London, SW8 3JW",https://ra.co/clubs/45719,,,,,,,,,,,
20317,Tonteria,"7-12 Sloane Square, London SW1W 8EG, United Kingdom",https://ra.co/clubs/167440,,,,,,,,,,,
20318,Too2much,11-12 Walkers Court; Soho; London W1F 0ED; United Kingdom,https://ra.co/clubs/2606,,,,,,,,,,,
20319,Tooting Tram And Social,46-48 Mitcham Road; Tooting; London SW17 9NA; United Kingdom,https://ra.co/clubs/33911,,,,,,,,,,,
20320,Top Deck,"Centrale Car Park, Croydon CRO 1XW, United Kingdom",https://ra.co/clubs/134873,,,,,,,,,,,
20321,Topolski,"Hungerford Arches, 150-152 Concert Hall Approach, Lambeth, London SE1 8XU, UK",https://ra.co/clubs/97902,,,,,,,,,,,
20322,Tops Caribbean Peckham,"Tops Caribbean, SE15 2ND",https://ra.co/clubs/139207,,,,,,,,,,,
20323,Total Refreshment Centre,"Unit 2, Farleigh Place, N16 7SX",https://ra.co/clubs/84228,,,,,,,,,,,
20324,Tottenham Brewing co.,"6 Tariff Road, Tottenham, London, N17 0EB",https://ra.co/clubs/175770,,,,,,,,,,,
20325,Tottenham Social,"316 High Rd, London N15 4BP, United Kingdom",https://ra.co/clubs/140345,,,,,,,,,,,
20326,Toulouse Lautrec Jazz Club,"140 Newington Butts, Kennington, London SE11 4RN",https://ra.co/clubs/136331,,,,,,,,,,,
20327,Tower Millennium Pier,"Tower Millennium Pier, Lower Thames St, London EC3N 4DT",https://ra.co/clubs/1583,,,,,,,,,,,
20328,"Town Hall Hotel, Bethnal Green","Town Hall Hotel, Patriot Square E2 9NF",https://ra.co/clubs/98917,,,,,,,,,,,
20329,Toynbee Studios,28 Commercial Street; Aldgate; London E1 6AB; United Kingdom,https://ra.co/clubs/14160,,,,,,,,,,,
20330,Tracks Bar,"Arch 437, Cranmer Road, Forest Gate London, United Kingdom",https://ra.co/clubs/164864,,,,,,,,,,,
20331,The Trading House,"89-91 Gresham St, London EC2V 7NQ",https://ra.co/clubs/134676,,,,,,,,,,,
20332,The Trafalgar,"2 Spring Gardens, SW1A 2TS London",https://ra.co/clubs/106689,,,,,,,,,,,
20333,Trafalgar Square,Trafalgar Square; Westminster; London WC2N 5DN; United Kingdom,https://ra.co/clubs/6205,,,,,,,,,,,
20334,Traffic,Victoria House; 1 Vernon Place; Bloomsbury; London WC1A 2EP; United Kingdom,https://ra.co/clubs/6203,,,,,,,,,,,
20335,Trafik,331 Old St; Hoxton; London EC1 9LE; United Kingdom,https://ra.co/clubs/790,,,,,,,,,,,
20336,Tramp,"40 Jermyn St, St. James's, London SW1Y 6DN",https://ra.co/clubs/124384,,,,,,,,,,,
20337,Tramshed,"41 Woolwich New Road, London, SE18 6ES, United Kingdom",https://ra.co/clubs/182482,,,,,,,,,,,
20338,Translate Bar,12-14 Kingsland Road E2 8DA,https://ra.co/clubs/122853,,,,,,,,,,,
20339,Trapeze Basement,"89 Great Eastern Street, London, EC2A 3HX",https://ra.co/clubs/104554,,,,,,,,,,,
20340,Trattoria Da Luigi,"Basement, 98-100 Stoke Newington Church Street, London, N16 0AP",https://ra.co/clubs/77699,,,,,,,,,,,
20341,The Tree House,"409 Clapham Road, London, SW9 9BT",https://ra.co/clubs/134098,,,,,,,,,,,
20342,The Treehouse,"78 South End, South Croydon, CR0 1DP",https://ra.co/clubs/146955,,,,,,,,,,,
20343,Trent Country Park,"Trent Country Park, London, EN4 0PS",https://ra.co/clubs/55965,,,,,,,,,,,
20344,Triangle Cafe & Bar,"13 Harmony Place, Copperas Street, London, SE8 3FE",https://ra.co/clubs/206508,,,,,,,,,,,
20345,Triangle Club,"252 High St, Harlesden, London NW10 4TD, United Kingdom",https://ra.co/clubs/178869,,,,,,,,,,,
20346,Trinity Bar,"378-380 Station Rd  Harrow, Middlesex HA1 2DE",https://ra.co/clubs/75608,,,,,,,,,,,
20347,Trinity Buoy Wharf,"64 Orchard Place, E14 0JW",https://ra.co/clubs/68837,,,,,,,,,,,
20348,Trinity Centre,"Beechwood Road, London, E8 3DY",https://ra.co/clubs/78141,,,,,,,,,,,
20349,Tripspace Bar & Terrace,"Arch 339-340, 2 Acton Mews E8 4EA",https://ra.co/clubs/123228,,,,,,,,,,,
20350,"Triton Street, NW1 3BF","Triton Street, NW1 3BF",https://ra.co/clubs/105011,,,,,,,,,,,
20351,Tropicana Beach Club,"Parker Street, London, WC2B 5PW",https://ra.co/clubs/148136,,,,,,,,,,,
20352,Tropics,"Grow Elephant, New Kent Road, SE17 1SL London",https://ra.co/clubs/126673,,,,,,,,,,,
20353,Tropix London,"10 Clapham High St, Larkhall, London SW4 7UT",https://ra.co/clubs/184000,,,,,,,,,,,
20354,Troubadour,263 Old Brompton Road; London SW5 9JA,https://ra.co/clubs/29862,,,,,,,,,,,
20355,Troxy,"490 Commercial Road, London E1 0HX",https://ra.co/clubs/36623,,,,,,,,,,,
20356,Troy Bar,10 Hoxton St; Hoxton; London N1 6NG; United Kingdom,https://ra.co/clubs/14866,,,,,,,,,,,
20357,Troyganic,"132 Kingsland Road, Shoreditch, E2 8DY",https://ra.co/clubs/80130,,,,,,,,,,,
20358,"Tru, Camberley","52 High Street, Camberley, GU15 3RS, UK",https://ra.co/clubs/94783,,,,,,,,,,,
20359,Truth Bar Nottingham,"22 St James's St, Nottingham NG1 6FG",https://ra.co/clubs/190134,,,,,,,,,,,
20360,TT Liquor,"17B Kingsland Road, London E2 8AA, UK",https://ra.co/clubs/159027,,,,,,,,,,,
20361,Tuatara,107 Kings Road; Chelsea; London SW3 4PA; United Kingdom,https://ra.co/clubs/28039,,,,,,,,,,,
20362,Tuck Inn,"13 Bradbury St, Dalston, London N16 8JN, UK",https://ra.co/clubs/141490,,,,,,,,,,,
20363,Tudor Livesey Memorial Hall,"225 Perry Hill, SE6 4HD London, United Kingdom",https://ra.co/clubs/144859,,,,,,,,,,,
20364,The Tudor Rose,"40 Long Chaulden, Hemel Hempstead, HP1 2HX",https://ra.co/clubs/191093,,,,,,,,,,,
20365,Tudor Rose Night Club,"68 The Green, Southall, Middlesex, UB2 4BG",https://ra.co/clubs/19013,,,,,,,,,,,
20366,Tufnell Park Dome,178 Junction Road; Tufnell Park; London N19 5QQ; United Kingdom,https://ra.co/clubs/21489,,,,,,,,,,,
20367,Tunnel,"87-89 Aldgate High Street, London, EC3N 2ER",https://ra.co/clubs/166742,,,,,,,,,,,
20368,Tunnel 267,"267 The Broadway, SW19 1SD, United Kingdom",https://ra.co/clubs/169089,,,,,,,,,,,
20369,Turnmills,63b Clerkenwell Road; Farringdon; London EC1M 5NP; United Kingdom,https://ra.co/clubs/509,,,,,,,,,,,
20370,Turntables Hackney Wick,"119 Wallis Rd, Hackney Wick, London E9 5LN, United Kingdom",https://ra.co/clubs/99311,,,,,,,,,,,
20371,"Tutto Mare Restaurant, Bar","562 King’s Road, Fulham, London, SW6 2DZ",https://ra.co/clubs/151043,,,,,,,,,,,
20372,Tutu's Complex,"Surrey Street, Covent Garden, WC2R 2NS",https://ra.co/clubs/75352,,,,,,,,,,,
20373,Twenty n20,"1105-1111 High Road, N20 0PT London, United Kingdom",https://ra.co/clubs/124830,,,,,,,,,,,
20374,Twenty Two To Twenty Six,22-26 Farringdon Lane EC1R 3AJ,https://ra.co/clubs/70020,,,,,,,,,,,
20375,Two 8 Six,286 Lewisham High Street; London SE13 6JZ; United Kingdom,https://ra.co/clubs/58796,,,,,,,,,,,
20376,Two More Years,"7 Roach Road, Hackney Wick, E3 2PA",https://ra.co/clubs/191471,,,,,,,,,,,
20377,Two Temple Place,"2 Temple Place, London, WC2R 3BD, England",https://ra.co/clubs/131128,,,,,,,,,,,
20378,Two Tribes Brewhouse and Taproom,"Tile Yard Studios, Tileyard Road, Kings Cross, London N7 9AH",https://ra.co/clubs/150729,,,,,,,,,,,
20379,Two Two Four,"1st Floor, 224 Tower Bridge Road, SE1 2UP",https://ra.co/clubs/108976,,,,,,,,,,,
20380,U7,"2-4 Orsman Rd, Haggerston, London N1 5FB, United Kingdom",https://ra.co/clubs/166939,,,,,,,,,,,
20381,Ugly Duck,"49 Tanner St, London SE1 3PL",https://ra.co/clubs/139435,,,,,,,,,,,
20382,ULU,Malet Street; Bloomsbury; London WC1E 7HY; United Kingdom,https://ra.co/clubs/11130,,,,,,,,,,,
20383,Under The Bridge,"Stamford Bridge, Fulham Road, London, SW6 1HS",https://ra.co/clubs/72573,,,,,,,,,,,
20384,Under The Dust Studios,"13-18 Sidworth Street, London, E8 3SA",https://ra.co/clubs/36177,,,,,,,,,,,
20385,Under the Westway,242 Acklam Road; Kensal Town; London W10 5JJ; United Kingdom,https://ra.co/clubs/22045,,,,,,,,,,,
20386,The Underdog Art Gallery,Arch 6 Crucifix Lane; London SE1 3JW,https://ra.co/clubs/71664,,,,,,,,,,,
20387,Undersolo,20 Inverness Street; Camden Town; London NW1 7HJ; United Kingdom,https://ra.co/clubs/5356,,,,,,,,,,,
20388,The Underworld Camden,"174 Camden High Street, Camden Town, London, NW1 0NE",https://ra.co/clubs/15981,,,,,,,,,,,
20389,Undisclosed Outdoor Location,TBC,https://ra.co/clubs/186859,,,,,,,,,,,
20390,UNDR,"36-44 Stoke Newington Road, N16 7XJ",https://ra.co/clubs/156719,,,,,,,,,,,
20391,Union Bar,"Building 5, Chiswick Park, 566 Chiswick High Road, London, W4 5YA",https://ra.co/clubs/25528,,,,,,,,,,,
20392,Union Car Park,29-31 Great Suffolk Street; Blackfriars; London SE1 0NS,https://ra.co/clubs/13705,,,,,,,,,,,
20393,Union Chapel,"Union Chapel, Compton Terrace, London N1 2UN",https://ra.co/clubs/129132,,,,,,,,,,,
20394,The Union Chapel,Compton Terrace; Islington; London N1 2UN; United Kingdom,https://ra.co/clubs/20830,,,,,,,,,,,
20395,"Union Club, Vauxhall","66 Albert Embankment, Lambeth, London SE1 7TW",https://ra.co/clubs/170808,,,,,,,,,,,
20396,Union Square,"The O2, Unit 11, Greenwich, London, SE10 0DX",https://ra.co/clubs/72758,,,,,,,,,,,
20397,Union Street Bar Basement,"47-51 Great Suffolk St, London SE1 0BS",https://ra.co/clubs/113734,,,,,,,,,,,
20398,Union Tavern,"45 Woodfield Road, W9 2BA",https://ra.co/clubs/122905,,,,,,,,,,,
20399,Unit 1,"White Post Lane, LONDON, E9 5EN",https://ra.co/clubs/195395,,,,,,,,,,,
20400,Unit 12,"12 Gales Gardens, London E2 0EJ, UK",https://ra.co/clubs/80850,,,,,,,,,,,
20401,Unit 13,"13 Allhallows Ln, London EC4R 3UE, United Kingdom",https://ra.co/clubs/97508,,,,,,,,,,,
20402,Unit 23,222 Kensal Road London W10 5BN,https://ra.co/clubs/122145,,,,,,,,,,,
20403,Unit 2A,"2a 133 Copeland Rd, London SE15 3SN, United Kingdom",https://ra.co/clubs/85173,,,,,,,,,,,
20404,Unit 3,"Unit 3, Holyrood Street, London, SE1 2EL, London, United Kingdom",https://ra.co/clubs/169626,,,,,,,,,,,
20405,Unit 58,"Unit 58, Millmead Industrial Estate, Mill Mead Road, London, N17 9QU, UK",https://ra.co/clubs/176598,,,,,,,,,,,
20406,Unit 7,Fountayne Road Tottenham N15 4QL,https://ra.co/clubs/174976,,,,,,,,,,,
20407,Unit 7,Cable Studios; 566 Cable Street; Shadwell; London E1W 3HB; United Kingdom,https://ra.co/clubs/4573,,,,,,,,,,,
20408,Unit 8,"Copeland Park, Peckham, London, SE15 3SN",https://ra.co/clubs/149236,,,,,,,,,,,
20409,Unit J,"38 Upper Clapton Road, London E5 8BQ",https://ra.co/clubs/125436,,,,,,,,,,,
20410,Unit Nine Music Studios & Live Venue,"c, 9 Bridgeturn Ave, Wolverton, Milton Keynes MK12 5QL, UK",https://ra.co/clubs/132139,,,,,,,,,,,
20411,Unit31,566 Cable Street Unit31,https://ra.co/clubs/165681,,,,,,,,,,,
20412,Unity Church Hall,"277a Upper St Islington, London",https://ra.co/clubs/95208,,,,,,,,,,,
20413,Upper Norwood Library Hub,"39-41, Westow Hill, London, SE19 1TJ, United Kingdom",https://ra.co/clubs/176371,,,,,,,,,,,
20414,Upper West,"107 King's Rd, London, SW3 4PA",https://ra.co/clubs/79887,,,,,,,,,,,
20415,Upstairs at the Camberwell Arms,"65 Camberwell Church St, Camberwell, London SE5 8TR",https://ra.co/clubs/144317,,,,,,,,,,,
20416,Upstairs At The Ritzy,Brixton Oval; Coldharbour Lane; London SW2 1JG; United Kingdom,https://ra.co/clubs/21358,,,,,,,,,,,
20417,Urban Bar,176 Whitechapel Road; Whitechapel; London E1 1BJ; United Kingdom,https://ra.co/clubs/4544,,,,,,,,,,,
20418,Urban Xchange,"Lansdowne Hotel, Lansdowne Road, Croydon CR0 2AD, United Kingdom",https://ra.co/clubs/173053,,,,,,,,,,,
20419,Usain Bolt's Tracks,"94 Middlesex St Spitalfields, London E1 7EZ, United Kingdom",https://ra.co/clubs/176531,,,,,,,,,,,
20420,Usurp Art Gallery,"140 Vaughan Road, London HA1 4EB",https://ra.co/clubs/119052,,,,,,,,,,,
20421,V Bar,255 Mare Street; Hackney; London E83NS,https://ra.co/clubs/86220,,,,,,,,,,,
20422,V Club,29-35 Farringdon Road; London EC1M 3JB,https://ra.co/clubs/109830,,,,,,,,,,,
20423,Valence End Farm,"Valence End Farm, Dagnall Rd, Eaton Bray, Dunstable, LU6 2LD",https://ra.co/clubs/199655,,,,,,,,,,,
20424,Valence End Farm,"Valence End Farm, Dagnall Rd, Eaton Bray, Dunstable, LU6 2LD",https://ra.co/clubs/199656,,,,,,,,,,,
20425,Valencia Arches Brixton,"Valencia Place Arches , Valencia Road SW9 8LR",https://ra.co/clubs/127936,,,,,,,,,,,
20426,Valmont Club,"266 Fulham Rd, Chelsea, London, SW10 9TY",https://ra.co/clubs/27145,,,,,,,,,,,
20427,Vanilla Windsor,"15A, Windsor Royal Station, Goswell Hill, Windsor SL4 1PJ",https://ra.co/clubs/157619,,,,,,,,,,,
20428,Various Venues,London,https://ra.co/clubs/179082,,,,,,,,,,,
20429,Various Venues - Brixton,"Various Venues, Brixton",https://ra.co/clubs/108367,,,,,,,,,,,
20430,Vaudeville Club,"1-3 Trebovir Rd, Earls Court, London SW5 9LS",https://ra.co/clubs/137423,,,,,,,,,,,
20431,Vault Shenfield,"91 Hutton Road, Shenfield, Essex, CM15 8YX, UK",https://ra.co/clubs/205404,,,,,,,,,,,
20432,The Vaults,"Arch 233, Leake Street, London SE1 7NN",https://ra.co/clubs/83577,,,,,,,,,,,
20433,Vauxhall Arches,"South Lambeth Road, Vauxhall, London SW8 1RT, United Kingdom",https://ra.co/clubs/172968,,,,,,,,,,,
20434,Vauxhall Food Garden,"39 Parry Street, Vauxhall, SW8 1RT",https://ra.co/clubs/183992,,,,,,,,,,,
20435,Vauxhall Street Food Garden,"6A South Lambeth Place London, United Kingdom",https://ra.co/clubs/151778,,,,,,,,,,,
20436,The Veg Bar,"45 Tulse Hill, London SW2 2TJ",https://ra.co/clubs/125265,,,,,,,,,,,
20437,Vendome,85 Piccadilly; Mayfair; London W1J 7NB; United Kingdom,https://ra.co/clubs/15261,,,,,,,,,,,
20438,Vendome Lounge,103-105 Walton St; Chelsea; London SW3 2HP; United Kingdom,https://ra.co/clubs/10300,,,,,,,,,,,
20439,Venn Street Records,"78 Vemm Street, Clapham, London, SW4 0BD",https://ra.co/clubs/100601,,,,,,,,,,,
20440,Venture Center,103 Wornington Road W10 5YB,https://ra.co/clubs/151606,,,,,,,,,,,
20441,The Venue,"61-63 High Street, Waltham Cross EN8 7AB",https://ra.co/clubs/80038,,,,,,,,,,,
20442,Venue MOT,"Orion Business Centre, Surrey Canal Rd SE14 5RT",https://ra.co/clubs/156290,,,,,,,,,,,
20443,The Venue Nightclub,"2a Clifton Rise, New Cross, London SE14 6JP",https://ra.co/clubs/141896,,,,,,,,,,,
20444,Venue Space,"10 Lee Gate, London SE12 8SS, United Kingdom",https://ra.co/clubs/192791,,,,,,,,,,,
20445,Veranda,"30 Acre Lane, Brixton, London, SW2 5SG",https://ra.co/clubs/44383,,,,,,,,,,,
20446,Verge,"114-118 Bethnal Green Road, Shoreditch, London E2 6DG, UK",https://ra.co/clubs/42228,,,,,,,,,,,
20447,Vertigo Lounge,"17-19 Station Road Hornchurch RM126JL, United Kingdom",https://ra.co/clubs/178038,,,,,,,,,,,
20448,Verve,1 Upper St Martins Lane; West End; London WC2H 9NY; United Kingdom,https://ra.co/clubs/9174,,,,,,,,,,,
20449,Verve,"64 Peascod St, Windsor, SL4 1DE",https://ra.co/clubs/60184,,,,,,,,,,,
20450,VFD,66 Stoke Newington Road; Dalston; London N16 7XB; United Kingdom,https://ra.co/clubs/33659,,,,,,,,,,,
20451,Vibe Bar,Old Truman Brewery; 91 Brick Lane; Shoreditch; London EC1 6QL; United Kingdom,https://ra.co/clubs/3269,,,,,,,,,,,
20452,Vibe Chesterfield,"21-23 Holywell Street Chesterfield, Derbyshire S41 7SA",https://ra.co/clubs/139547,,,,,,,,,,,
20453,Vibe Gallery,"The Biscuit Factory (N001), 100 Clements Rd, London, SE16 4DG",https://ra.co/clubs/61844,,,,,,,,,,,
20454,Vibe Live,"91 - 95 Brick Lane, E1 6QL",https://ra.co/clubs/82961,,,,,,,,,,,
20455,The Victoria,110 Grove Road; Mile End; London E3 5TH; United Kingdom,https://ra.co/clubs/13554,,,,,,,,,,,
20456,The Victoria,"451 Queensbridge Road, London, E8 3AS",https://ra.co/clubs/48882,,,,,,,,,,,
